Estimate,Est.Error,Q2.5,Q97.5,Group,Sex,TimeNom,FullGroup,Time
5.88993973378856,0.562590114414772,4.782095328369642,6.998139601925132,FP,Female,0,Female_FP,0
6.689689051320854,0.5628865488073607,5.5831822565551965,7.797938871453233,FP,Male,0,Male_FP,0
6.9811441747021705,0.8076857995835929,5.394555303218479,8.572072444441813,FP,Female,7,Female_FP,7
8.464220662948335,0.8026034911379007,6.882722783898493,10.046866504127857,FP,Male,7,Male_FP,7
4.303924948925875,0.6561472833171336,3.015173202389638,5.598065515678274,FP,Female,15,Female_FP,15
5.436960616273586,0.6433693526229632,4.171312671768289,6.707376961083001,FP,Male,15,Male_FP,15
2.8788817479644893,0.6439624642008291,1.6176929592772964,4.155328656356765,FP,Female,30,Female_FP,30
4.1989480043139045,0.6229261148575137,2.9724394082352554,5.425277047270521,FP,Male,30,Male_FP,30
2.7466268642286242,0.6901111169513572,1.39317611711387,4.118879214701973,FP,Female,60,Female_FP,60
4.02323162374354,0.6730166016439332,2.7028322332592745,5.347754092623399,FP,Male,60,Male_FP,60
4.302935881515474,0.6097012971023736,3.105443748762526,5.50961953271412,FP,Female,90,Female_FP,90
5.411263388401273,0.5981884748309525,4.237242791395824,6.584696853406538,FP,Male,90,Male_FP,90
5.057822815819317,0.5471161403109659,3.979917139916268,6.138399693937557,FP,Female,120,Female_FP,120
6.199611531639638,0.5288452502405392,5.157343429897017,7.245792203586644,FP,Male,120,Male_FP,120
3.943991204959038,0.5633335742579608,2.8428877935481904,5.057950844485154,KC,Female,0,Female_KC,0
7.537851332716475,0.6018772120091914,6.351686027337674,8.722832497350817,KC,Male,0,Male_KC,0
5.212381265897133,0.8015191845602673,3.641052746791336,6.798783612999097,KC,Female,7,Female_KC,7
9.116919945301712,0.8581389501814985,7.427922139970833,10.80644750333742,KC,Male,7,Male_KC,7
3.5159546549940157,0.6450159377235148,2.244521466631526,4.782319878960467,KC,Female,15,Female_KC,15
5.665687230864909,0.6897643423825051,4.313081191651354,7.042565753853703,KC,Male,15,Male_KC,15
2.346177488673978,0.6248561296366959,1.1153202278337808,3.574974232955397,KC,Female,30,Female_KC,30
3.8330227195284925,0.670175857127912,2.5212065294904877,5.173545237552241,KC,Male,30,Male_KC,30
2.5504631399166815,0.6738337172685122,1.2258497476494743,3.882571822998609,KC,Female,60,Female_KC,60
3.6300854191471776,0.7223932729412967,2.215432856154851,5.053103773278682,KC,Male,60,Male_KC,60
4.580074512569353,0.6002337703805445,3.398656204180358,5.761247523761081,KC,Female,90,Female_KC,90
4.821003202219989,0.6409837672098259,3.565267714914063,6.075485509964275,KC,Male,90,Male_KC,90
4.777624723712874,0.529169430493787,3.7373172465837996,5.823116985614067,KC,Female,120,Female_KC,120
5.5646515743082485,0.566911712279534,4.445104408179975,6.677102799279925,KC,Male,120,Male_KC,120
5.049610152075366,0.562020426276331,3.944939981149652,6.159364868154291,TC,Female,0,Female_TC,0
6.433242393627334,0.646280279098703,5.165239885330109,7.7040411887161495,TC,Male,0,Male_TC,0
5.772365261603734,0.8042332970354573,4.1916259462273056,7.369002658524037,TC,Female,7,Female_TC,7
6.892743013365505,0.924162445571314,5.075990764059359,8.711124447358662,TC,Male,7,Male_TC,7
4.117650642246658,0.6465621329075992,2.8530597806718037,5.391284653387,TC,Female,15,Female_TC,15
5.020622197882188,0.7463127842234853,3.5516020663981505,6.489723423492113,TC,Male,15,Male_TC,15
2.695793752359075,0.627195475383314,1.4643524280719888,3.946857512531149,TC,Female,30,Female_TC,30
3.49493955009602,0.72525161453531,2.071366683039728,4.916603698894846,TC,Male,30,Male_TC,30
1.9116307794127392,0.676177147699099,0.5815147859834852,3.242137321107127,TC,Female,60,Female_TC,60
2.84484125862168,0.7843713795101165,1.2688937234212028,4.378462198874022,TC,Male,60,Male_TC,60
3.1608229791923006,0.6224890847453279,1.9289874606890283,4.385499174591151,TC,Female,90,Female_TC,90
4.523417167821073,0.6936356180756807,3.1405116871055547,5.882721094251441,TC,Male,90,Male_TC,90
3.9446076567185493,0.5591584509981679,2.836050522257819,5.045074861595655,TC,Female,120,Female_TC,120
5.004649387675322,0.6126267869228534,3.785315356093449,6.211426389162014,TC,Male,120,Male_TC,120
